Title,Name of author,Publisher,Genre,Rating,Rating count,Review count,Book cover,Release date,Num of pages,Edition language,Num of other editions,Reading age,Best sellers rank,Lexile measure,Num of awards,Series,There is a movie
The Spy Who Came In From The Cold / The Looking Glass War,John le Carré,Savannah Morgan,Fiction,4.23,146.0,7.0,,,,,,,,,0,0.0,1
The Princess and the Goblin,George MacDonald,"Харків, «Фоліо»",Fantasy,3.99,33097.0,2092.0,Paperback,1997.0,241.0,English,1257.0,,,,0,0.0,1
Rear Window And Four Short Novels,Cornell Woolrich,Carroll & Graf,Mystery,4.04,1481.0,92.0,Mass Market Paperback,1984.0,169.0,English,27.0,,,,0,0.0,1
Disney's Pooh's Grand Adventure The Search for Christopher Robin (A Little Golden Book),Justine Korman,,Childrens,4.07,161.0,17.0,Hardcover,1997.0,24.0,English,1.0,,,,0,0.0,1
Election,Tom Perrotta,Del Rey Books,Fiction,3.87,7693.0,560.0,Paperback,1998.0,200.0,English,10.0,18,349372.0,870,0,0.0,1
أرض النفاق,يوسف السباعي,Veen,Novels,4.09,7156.0,879.0,Paperback,1949.0,287.0,Arabic,14.0,,,,0,0.0,1
"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,Ballantine Books,Politics,4.12,21451.0,2629.0,Hardcover,2010.0,448.0,English,1.0,,,,1,0.0,1
Asking for Trouble,Elizabeth Young,,Womens Fiction > Chick Lit,3.61,8608.0,477.0,Paperback,2001.0,408.0,English,28.0,,440002.0,,0,0.0,1
A Separate Peace,John Knowles,Puffin,Classics,3.59,200836.0,8062.0,Paperback,2003.0,208.0,English,96.0,,7705.0,,3,0.0,1
Killshot,Aria Michaels,Ballantine Books,Science Fiction > Dystopia,4.24,278.0,111.0,Mass Market Paperback,2015.0,486.0,English,4.0,,,,0,1.0,1
Тигролови,Ivan Bahrianyi,Golden,European Literature > Ukrainian Literature,4.48,1599.0,51.0,Audiobook,2006.0,,Ukrainian,25.0,,,,1,0.0,1
The Death and Life of Bobby Z,Don Winslow,Berkley Books,Fiction,3.91,4134.0,276.0,Mass Market Paperback,1998.0,308.0,English,37.0,,,,2,0.0,1
Non piangete la mia morte,Bartolomeo Vanzetti,دار مصر للطباعه,Nonfiction,4.7,10.0,2.0,Paperback,2009.0,200.0,Italian,3.0,,,,0,0.0,1
Die Wilden Hühner auf Klassenfahrt,Cornelia Funke,Harper,Childrens,4.11,2026.0,45.0,Hardcover,1996.0,192.0,German,18.0,,,,0,0.0,1
Sam's Theory,Sarah Mendivel,William Morrow Paperbacks,Mystery,4.0,18.0,11.0,Paperback,2018.0,381.0,English,1.0,12 - 17,,,0,0.0,1
The Go-between,L.P. Hartley,Scribner,Classics,3.97,9584.0,829.0,Kindle Edition,2015.0,331.0,,81.0,,139467.0,,1,1.0,1
The Star Wars Trilogy,George Lucas,Smashwords Edition,Media Tie In > Star Wars,4.25,7232.0,344.0,Paperback,2004.0,705.0,English,63.0,,460774.0,,0,1.0,1
Sooner or Later,Bruce Hart,Українська аудіокнига,Young Adult,4.01,462.0,50.0,Paperback,1983.0,125.0,English,2.0,,,,0,0.0,1
Sounder,William H. Armstrong,Ivy Books,Fiction,3.97,28924.0,1285.0,Paperback,2019.0,128.0,English,57.0,8 - 12,66741.0,,4,0.0,1
Young Adam,Alexander Trocchi,Barbès,Fiction,3.76,973.0,73.0,Paperback,2003.0,152.0,English,28.0,,,,0,0.0,1
Abeltje,Annie M.G. Schmidt,Dressler Verlag,Childrens,3.76,685.0,22.0,Hardcover,1980.0,122.0,Dutch,16.0,,,,1,0.0,1
Un Secret,Philippe Grimbert,CreateSpace Independent Publishing,Cultural > France,3.64,3202.0,286.0,Paperback,2008.0,157.0,French,51.0,,,,3,0.0,1
The Fox and the Hound,Walt Disney Company,Penguin,Childrens,4.18,763.0,36.0,Hardcover,1994.0,95.0,English,31.0,,,,0,0.0,1
Nothing Lasts Forever,Roderick Thorp,Del Rey,Fiction,3.53,2233.0,369.0,Mass Market Paperback,1983.0,184.0,English,16.0,,,,0,0.0,1
عمارة يعقوبيان,Alaa Al Aswany,Avon Books,Fiction,3.69,19360.0,1625.0,Paperback,2007.0,348.0,Arabic,94.0,,276570.0,,2,1.0,1
Road to Perdition,Max Allan Collins,HarperCollins,Sequential Art > Graphic Novels,3.87,2548.0,238.0,Paperback,2005.0,296.0,English,21.0,,,,0,0.0,1
Agnes Browne mamma,Brendan O'Carroll,Grove Press,Fiction,4.09,5264.0,631.0,Paperback,2008.0,170.0,Italian,37.0,,,,0,0.0,1
Sonnet Vale,Gena D. Lutz,Querido,Paranormal > Vampires,3.57,643.0,121.0,ebook,2015.0,100.0,English,2.0,,,,0,0.0,1
Вий,Nikolai Gogol,Wolters-Noordhoff,Horror,4.01,3732.0,179.0,,,52.0,Russian,79.0,,,,0,0.0,1
Hände weg von Mississippi,Cornelia Funke,Mouse Works,Childrens,3.98,564.0,15.0,Hardcover,2007.0,189.0,German,11.0,,,,0,0.0,1
Maxi ' Tippkick' Maximilian,Joachim Masannek,Ballantine Books,Childrens,3.77,95.0,4.0,,,,German,9.0,,,,0,0.0,1
Nerve,Jeanne Ryan,مكتبة مدبولي,Young Adult,3.34,23395.0,3307.0,Hardcover,2012.0,304.0,English,56.0,,,,0,0.0,1
Angrily: A Short Story,Joyce Villeta,DC Comics,,5.0,4.0,0.0,Paperback,2017.0,,,,,,,0,0.0,1
Testament of Youth: An Autobiographical Study of the Years 1900-1925,Vera Brittain,Neri Pozza,Nonfiction,4.02,11301.0,978.0,Paperback,1979.0,672.0,English,37.0,,,,0,0.0,1
Tatt Av Kvinnen,Erlend Loe,Crimson Moon,Fiction,3.46,3110.0,125.0,Paperback,1993.0,158.0,Norwegian,25.0,,,,0,0.0,1
Baby,Patricia MacLachlan,,Young Adult,4.08,1885.0,249.0,Kindle Edition,,,,22.0,,,,2,0.0,1
The Body Snatchers,Jack Finney,Cecilie Dressler Verlag,Science Fiction,3.9,20338.0,1096.0,Paperback,2010.0,226.0,English,70.0,,,,0,0.0,1
58 Minutes,Walter Wager,,Thriller,3.54,356.0,42.0,Mass Market Paperback,1989.0,260.0,English,11.0,,,,0,0.0,1
Whiteout Volume 1 - The Definitive Edition,Greg Rucka,Dial Books,Sequential Art > Comics,3.74,3128.0,252.0,Paperback,2007.0,126.0,English,10.0,,,,0,0.0,1
"The Twilight Saga (Twilight, #1-4)",Stephenie Meyer,Createspace Independent Publishing Platform,Fantasy,3.9,111753.0,3996.0,Audio CD,2008.0,65.0,,40.0,,,,0,0.0,1
The Lady in the Lake,Raymond Chandler,HarperCollins Distribution Services,Mystery,4.04,25682.0,1174.0,Paperback,1988.0,266.0,English,314.0,,77268.0,,0,0.0,1
The Man-Eaters of Tsavo,John Henry Patterson,J.W Cappelens Forlag a.s,Nonfiction,3.93,3387.0,230.0,Hardcover,1985.0,384.0,English,234.0,,582432.0,,0,1.0,1
The Devotion of Suspect X,Keigo Higashino,,Mystery,4.13,45216.0,5659.0,Paperback,2012.0,440.0,English,90.0,,,,5,0.0,1
The Harry Potter trilogy,J.K. Rowling,Gollancz,Fantasy,4.66,7428.0,208.0,Hardcover,1999.0,900.0,English,16.0,,,,0,0.0,1
Dragon's Lair: Touch of the Irish: Part 1,Savannah Morgan,Tor Books,Fantasy > Paranormal,4.54,37.0,19.0,Kindle Edition,2015.0,103.0,,1.0,,520912.0,,0,1.0,1
Три листки за вікном,Валерій Шевчук,Oni Press,European Literature > Ukrainian Literature,3.97,29.0,3.0,Hardcover,2012.0,702.0,Ukrainian,1.0,,,,2,0.0,1
The Elegance of the Hedgehog,Muriel Barbery,Listening Library,Fiction,3.78,165711.0,19079.0,Paperback,2008.0,325.0,English,170.0,18,29797.0,,5,0.0,1
Kamikaze Girls,Novala Takemoto,Vintage Crime/Black Lizard,Fiction,4.19,1529.0,151.0,Paperback,2008.0,219.0,English,5.0,14 - 18,,,0,1.0,1
Mästerdetektiven Blomkvist lever farligt,Astrid Lindgren,St. Martin's Press,Childrens,4.28,642.0,25.0,Hardcover,1953.0,174.0,Swedish,45.0,,,,0,0.0,1
"Captain Hooter teaches ""What To Do While You're High"" in his new book Connoisseur's Guide to the Amsterdam Coffeeshops",Captain Hooter,Abacus,,5.0,1.0,1.0,Paperback,2018.0,,English,,,,,0,0.0,1
Devil's Knot: The True Story of the West Memphis Three,Mara Leveritt,Ted Smart/Bloomsbury,Crime > True Crime,4.13,9886.0,856.0,Paperback,2003.0,419.0,English,31.0,,42963.0,,1,0.0,1
Four Past Midnight,Stephen King,Savannah Morgan,Horror,3.94,101337.0,1743.0,Mass Market Paperback,1991.0,930.0,English,124.0,,36619.0,,2,0.0,1
Paris Trout,Pete Dexter,А-БА-БА-ГА-ЛА-МА-ГА,Fiction,3.88,6478.0,465.0,Paperback,1989.0,306.0,English,27.0,18,,,2,1.0,1
زويا,Danielle Steel,Europa Editions,Romance,3.99,13779.0,488.0,Paperback,2007.0,420.0,Arabic,82.0,,,,0,0.0,1
The Bride Wore Black,Cornell Woolrich,VIZ Media LLC,Mystery,3.9,1989.0,246.0,Paperback,2001.0,224.0,English,47.0,,,,0,0.0,1
Acceptable Risk,Robin Cook,Rabén & Sjögren,Fiction,3.81,8357.0,296.0,Paperback,1996.0,416.0,English,56.0,,,,0,0.0,1
Born on the Fourth of July,Ron Kovic,http://www.crossroadstoday.com/story/37686191/captain-hooter-teaches-what-to-do-while-youre-high-in-,Nonfiction,3.86,4318.0,219.0,Paperback,2005.0,224.0,English,37.0,14 - 18,,,0,0.0,1
I Never Promised You a Rose Garden,Hannah Green,Atria Books,Fiction,3.87,29336.0,1062.0,Paperback,1989.0,288.0,English,86.0,,,,0,0.0,1
L'ultima legione,Valerio Massimo Manfredi,New English Library,Historical > Historical Fiction,3.81,5712.0,182.0,Paperback,2003.0,472.0,Italian,53.0,,,,0,0.0,1
This Blood,Alisha Basso,Penguin Books,Fantasy > Paranormal,3.7,620.0,54.0,Kindle Edition,2012.0,254.0,English,2.0,,,,0,0.0,1
Декамерон,Giovanni Boccaccio,الدار الوطنية الجديدة,Classics,3.89,35606.0,1541.0,Hardcover,,672.0,Ukrainian,1619.0,18,65131.0,,2,1.0,1
Les Souvenirs,David Foenkinos,iBooks,Fiction,3.76,1675.0,162.0,Paperback,2011.0,272.0,French,37.0,,,,0,0.0,1
Audition,Ryū Murakami,Pan,Horror,3.49,9445.0,956.0,Hardcover,2009.0,208.0,English,26.0,,,,0,0.0,1
Awesome Alex's Big Book of Spanish Puzzles for Kids - Volume 3,Siskia Lagomarsino,Akashic Books,,5.0,1.0,0.0,Paperback,2018.0,,,,,,,0,1.0,1
"Philadelphia, Here I Come!",Brian Friel,Signet,Plays,3.64,1234.0,67.0,Paperback,1975.0,110.0,English,5.0,,,,1,0.0,1
Marie Antoinette: The Journey,Antonia Fraser,Mondadori,History,3.88,38129.0,1268.0,Paperback,2006.0,512.0,English,58.0,,,,1,0.0,1
Once Upon A Time In America (Nft/Bfi Film Classics),Harry Grey,Alisha Basso,Fiction,3.96,339.0,37.0,Paperback,1997.0,,English,22.0,,,,0,0.0,1
Blinded by the Light,Robin F. Brancato,,,3.09,22.0,5.0,,,,,3.0,,,,0,0.0,1
The Revenant,Michael Punke,Gallimard,Historical > Historical Fiction,3.94,43119.0,4290.0,Hardcover,2015.0,262.0,English,82.0,,,,0,0.0,1
The Shootist,Glendon Swarthout,Bloomsbury Publishing PLC,Westerns,4.13,2099.0,216.0,Paperback,1986.0,190.0,English,20.0,,,,1,0.0,1
In the Cut,Susanna Moore,Createspace Independent Publishing Platform,Fiction,3.26,2855.0,376.0,Paperback,2003.0,180.0,English,35.0,,,,0,0.0,1
Plastic Little,Satoshi Urushihara,Faber Faber,Sequential Art > Manga,3.16,51.0,0.0,Paperback,2000.0,156.0,,3.0,,,,0,0.0,1
An Unfinished Life,Mark Spragg,Anchor Books,Fiction,3.95,4056.0,456.0,Paperback,2005.0,272.0,English,28.0,,460701.0,,0,1.0,1
Losing Isaiah,Seth Margolis,Bloomsbury Publishing PLC,Fiction,3.88,156.0,19.0,Hardcover,1993.0,374.0,English,13.0,,,,0,0.0,1
De schippers van de Kameleon,H. de Roos,,Childrens,3.63,350.0,17.0,Hardcover,2000.0,154.0,Dutch,2.0,,,,0,0.0,1
The Mouse and the Motorcycle,Beverly Cleary,Picador,Childrens,3.94,81692.0,2213.0,Library Binding,1995.0,160.0,English,79.0,,,,4,0.0,1
The Many Adventures of Winnie the Pooh,Jamie Simons,Signet,Childrens,3.98,166.0,9.0,Hardcover,1998.0,96.0,English,2.0,,,,0,0.0,1
The Other Side of the Mountain: The Story of Jill Kinmont,E.G. Valens,Plume,Biography,3.91,1226.0,49.0,Paperback,1988.0,352.0,English,9.0,,,,0,0.0,1
Seth,Alisha Basso,Carlsen,,4.39,38.0,6.0,Kindle Edition,2015.0,214.0,English,1.0,,,,0,0.0,1
Snakes & Earrings,Hitomi Kanehara,Vintage,Cultural > Japan,3.18,4432.0,527.0,Paperback,2005.0,118.0,English,36.0,,,,1,0.0,1
How to be a better leader in 18 days,Lesley Hunter,Hyperion,,5.0,1.0,0.0,Paperback,2017.0,44.0,,,,,,0,0.0,1
The Pickwick Papers,Charles Dickens,Kluitman,Classics,3.84,26463.0,1911.0,Paperback,1993.0,751.0,English,202.0,18,117008.0,,0,1.0,1
61*,The Sporting News,Morrow Junior Books,Sports > Baseball,4.17,52.0,3.0,Hardcover,2001.0,160.0,English,2.0,,,,0,0.0,1
The Sicilian,Mario Puzo,Mouse Works,Fiction,3.99,22397.0,859.0,Paperback,2001.0,416.0,English,143.0,,34756.0,,0,0.0,1
Bully: a True Story of High School Revenge,Jim Schutze,Harper Perennial,Crime > True Crime,3.95,1836.0,122.0,Paperback,1998.0,304.0,English,2.0,,233600.0,,0,0.0,1
Fletch,Gregory McDonald,Alisha Basso,Mystery,3.91,6355.0,494.0,Paperback,2002.0,197.0,English,1.0,,,,1,0.0,1
Claudius the God and His Wife Messalina,Robert Graves,Vintage,Historical > Historical Fiction,4.21,13358.0,622.0,Paperback,1989.0,533.0,English,106.0,,147946.0,,0,1.0,1
By the Great Horn Spoon!,Sid Fleischman,CreateSpace Independent Publishing Platform,Historical > Historical Fiction,4.1,6357.0,593.0,Paperback,1988.0,224.0,English,34.0,8 - 11,42162.0,730,2,0.0,1
Die Saat des goldenen Löwen,George R.R. Martin,Wordsworth Classics,Fantasy,4.4,8574.0,379.0,Paperback,2000.0,605.0,German,42.0,,,,0,0.0,1
Argo: How the CIA & Hollywood Pulled Off the Most Audacious Rescue in History,Antonio J. Méndez,McGraw-Hill/Contemporary,Nonfiction,3.86,12782.0,1410.0,Hardcover,2012.0,310.0,English,40.0,,,,0,0.0,1
The Rescuers Down Under,Walt Disney Company,Ballantine Books,Childrens,3.83,345.0,17.0,Hardcover,1992.0,96.0,English,10.0,,,,0,0.0,1
Death and the Maiden,Ariel Dorfman,Avon,Plays,3.96,3962.0,283.0,Audio CD,2009.0,1.0,English,,,,,0,0.0,1
Big Trouble,Dave Barry,Vintage Crime/Black Lizard,Humor,3.8,15057.0,813.0,Mass Market Paperback,2001.0,317.0,English,41.0,,,,2,0.0,1
Os Cinco na Ilha do Tesouro,Enid Blyton,Vintage,Childrens,4.08,29479.0,1290.0,Paperback,2011.0,184.0,Portuguese,416.0,,,,0,0.0,1
I'll Take Manhattan,Judith Krantz,"Little, Brown Books for Young Readers",Fiction,3.76,3119.0,105.0,Paperback,1987.0,464.0,English,47.0,,,,0,0.0,1
Angelina Ballerina,Katharine Holabird,Blanvalet,Childrens > Picture Books,4.01,10043.0,216.0,Hardcover,2006.0,32.0,English,15.0,3 - 7,1142557.0,AD830,1,1.0,1
The Soultakers,Christina L. Rozelle,Viking,Science Fiction > Dystopia,4.52,238.0,90.0,Kindle Edition,2015.0,387.0,English,3.0,,,,0,1.0,1
The Sparrow Conspiracy: Roamer,J.W. Lockwood,Mouse Works,,5.0,3.0,1.0,Kindle Edition,,241.0,,,,,,0,1.0,1
Lady Chatterley's Lover,D.H. Lawrence,LA Theatre Works,Classics,3.5,110238.0,5626.0,Paperback,2006.0,364.0,English,526.0,,,,0,0.0,1
The War with Mr. Wizzle,Gordon Korman,Berkley Books,Fiction,4.21,1455.0,58.0,Paperback,1990.0,192.0,English,8.0,,,,0,0.0,1
Long Day's Journey into Night,Eugene O'Neill,Oficina do Livro,Plays,4.04,38728.0,1046.0,Paperback,2002.0,179.0,English,80.0,,125233.0,NP,2,1.0,1
In a Dark Place,Ray Garton,Bantam,Horror,3.96,1726.0,220.0,Hardcover,1992.0,240.0,English,13.0,,,,0,0.0,1
Die Nibelungen: neu erzählt,Michael Köhlmeier,Viking Books,Classics,3.61,463.0,20.0,Paperback,1999.0,128.0,German,2.0,,,,0,0.0,1
The Black Cauldron,Walt Disney Company,A Spark in the Dark Press,Childrens,3.76,124.0,11.0,Hardcover,2000.0,96.0,English,6.0,,,,0,0.0,1
Cat on a Hot Tin Roof,Tennessee Williams,,Plays,4.05,57075.0,1182.0,Paperback,2004.0,208.0,English,80.0,,89556.0,,2,0.0,1
Nice Work,David Lodge,Penguin Classics,Fiction,3.84,5215.0,267.0,Paperback,1990.0,277.0,English,46.0,18,,,2,1.0,1
Our Day Out,Willy Russell,Scholastic,Plays,3.35,480.0,33.0,Hardcover,1993.0,,English,6.0,,,,0,0.0,1
Beautiful Elixir,Addison Moore,Yale University Press,Romance,4.06,425.0,36.0,Paperback,2015.0,294.0,English,5.0,,,,0,0.0,1
Tales of Moonlight and Rain,Ueda Akinari,Villard,Cultural > Japan,3.87,1891.0,153.0,Hardcover,2006.0,248.0,English,45.0,18,,1350,1,1.0,1
The Potted Quiz: Volume Eight,Andy Rose,Piper Taschenbuch,,4.5,10.0,3.0,Paperback,,274.0,English,1.0,,,,0,0.0,1
Walkabout,James Vance Marshall,Mouse Works,Fiction,3.5,2244.0,230.0,Paperback,1978.0,158.0,English,37.0,,,,0,0.0,1
A Gentleman's Game,Tom Coyne,New Directions,Sports > Sports,3.76,72.0,6.0,Paperback,2002.0,264.0,English,4.0,,,,0,0.0,1
Die Mars-Chroniken,Ray Bradbury,Penguin Books,Science Fiction,4.15,231456.0,8980.0,Paperback,1981.0,272.0,German,364.0,,,,1,0.0,1
Ring,Kōji Suzuki,Heinemann,Horror,3.82,16978.0,1529.0,Paperback,2004.0,283.0,English,62.0,16,,,0,0.0,1
Demon Song,Decadent Kane,CreateSpace,,3.87,15.0,12.0,Kindle Edition,,9.0,English,1.0,,,,0,1.0,1
Breadcrumbs: Bite Sized Musings on Leadership and Life,Matthew DiGeronimo,Columbia University Press,,3.63,8.0,2.0,Paperback,2018.0,280.0,,1.0,,,,0,0.0,1
Thieves Like Us,Edward Anderson,,Fiction,3.7,607.0,86.0,Paperback,1999.0,206.0,English,28.0,,,,0,0.0,1
Donnie Brasco,Joseph D. Pistone,Sundance Pubns,Nonfiction,4.05,7203.0,248.0,Paperback,1997.0,416.0,English,33.0,18,152283.0,,0,0.0,1
The A.B.C. Murders,Agatha Christie,Grove Press,Mystery,4.02,124965.0,6619.0,Hardcover,2006.0,232.0,English,395.0,,,,0,0.0,1
Labs cilvēks Āfrikā,William Boyd,Diogenes,Fiction,3.85,4390.0,261.0,Hardcover,2004.0,358.0,Latvian,35.0,,,,2,0.0,1
Bound 2,Angela M. Hudson,Vertical,Paranormal > Vampires,4.59,343.0,36.0,Kindle Edition,,420.0,English,2.0,,,,0,0.0,1
Bilbo the Clown Fights Evil,T. Thornton Gray,,,4.5,6.0,2.0,Kindle Edition,,49.0,English,,,162670.0,,0,0.0,1
"The Lady in Red: An Eighteenth-Century Tale of Sex, Scandal, and Divorce",Hallie Rubenhold,Independently published,History,3.75,1006.0,121.0,Hardcover,2009.0,308.0,English,1.0,,,,0,0.0,1
Fallen Hearts,V.C. Andrews,Prion Books Limited,Fiction,3.92,15246.0,204.0,Mass Market Paperback,1995.0,416.0,English,57.0,,,,0,0.0,1
The Abyss,Orson Scott Card,Signet,Science Fiction,4.08,18708.0,147.0,Paperback,1989.0,363.0,English,15.0,,,,0,0.0,1
Ogniem i mieczem,Henryk Sienkiewicz,Black Dog & Leventhal Publishers,Historical > Historical Fiction,4.01,4885.0,179.0,Hardcover,2007.0,528.0,Polish,205.0,,,,0,0.0,1
Buddenbrooks: The Decline of a Family,Thomas Mann,AGB,Classics,4.17,24580.0,1414.0,Hardcover,1994.0,731.0,English,126.0,,464568.0,,0,1.0,1
Witch in the Woods,Taylor Ann Bunker,,Fantasy,3.74,130.0,26.0,Paperback,2013.0,204.0,English,2.0,,,,0,1.0,1
The Jade Rebellion,Alanna Mackenzie,,,3.91,11.0,7.0,Paperback,2018.0,204.0,,1.0,,,,0,1.0,1
Cinderella,Vera Southgate,St. Martin's Press,Childrens,4.1,448.0,33.0,Paperback,1981.0,51.0,English,10.0,,,,0,0.0,1
Sophie Scholl and the White Rose,Annette Dumbach,Pocket Books,History,4.19,1333.0,152.0,Paperback,2006.0,238.0,English,13.0,,,,0,0.0,1
Hollywood,Charles Bukowski,Legend,Fiction,3.79,22031.0,928.0,Paperback,2002.0,239.0,English,96.0,,138922.0,,0,0.0,1
Mysterious Skin,Scott Heim,Zielona Sowa,Fiction,4.05,9368.0,525.0,Paperback,2005.0,292.0,English,20.0,,77487.0,,1,0.0,1
The Russia House,John le Carré,Everyman's Library,Fiction,3.92,23362.0,498.0,Paperback,2004.0,368.0,English,112.0,,,,0,0.0,1
Misborn of the Snowy Reaches,L.E. Parr,Nook Press,,5.0,4.0,0.0,Kindle Edition,,328.0,English,1.0,,5391.0,,0,1.0,1
Doctor Sleep,Stephen King,Willow Lane Publishing,Horror,4.1,226309.0,20803.0,Hardcover,2013.0,531.0,English,190.0,,61082.0,760,5,0.0,1
Pan Wołodyjowski,Henryk Sienkiewicz,Ladybird,Historical > Historical Fiction,3.96,2405.0,58.0,Paperback,1997.0,597.0,Polish,173.0,,,,0,0.0,1
Jakob the Liar,Jurek Becker,ONEWorld Publications,Fiction,3.82,2348.0,153.0,Paperback,1999.0,256.0,English,59.0,,,,1,0.0,1
Casamentos e Infidelidades,John Bingham,Ecco,Mystery,3.54,150.0,35.0,Paperback,2009.0,185.0,Portuguese,14.0,,,,0,0.0,1
Twelve,Nick McDonell,Harper Perennial,Fiction,3.19,3845.0,314.0,Paperback,2003.0,256.0,English,31.0,,,,0,0.0,1
Disney's Mulan Classic Storybook (The Mouse Works Classics Collection),Lisa Ann Marsoli,Scribner,Childrens,4.51,1246.0,24.0,Hardcover,1998.0,95.0,English,2.0,,,,0,0.0,1
My Cousin Rachel,Daphne du Maurier,,Classics,3.98,48311.0,5025.0,Paperback,1992.0,304.0,English,202.0,,,,0,0.0,1
Father Christmas,Raymond Briggs,Scribner,Holiday > Christmas,4.3,3752.0,142.0,Hardcover,1997.0,48.0,English,31.0,,,,1,0.0,1
Laura,Vera Caspary,Narodowa Biblioteka Lektur Szkolnych,Mystery,4.0,2894.0,398.0,Paperback,2005.0,219.0,English,47.0,,,,0,1.0,1
Tears of the Broken,Angela M. Hudson,Plume,Paranormal > Vampires,4.04,2209.0,155.0,ebook,2011.0,466.0,English,6.0,,,,0,0.0,1
All the King's Men,Robert Penn Warren,Editorial Presença,Fiction,4.06,62229.0,2799.0,Paperback,1996.0,439.0,English,112.0,,28504.0,1060,3,1.0,1
Frida: A Biography of Frida Kahlo,Hayden Herrera,Atlantic Books,Biography,3.96,56894.0,630.0,Paperback,2002.0,528.0,English,63.0,,83635.0,,0,1.0,1
Casino,Nicholas Pileggi,Mouse Works,Crime > True Crime,4.04,5231.0,255.0,Mass Market Paperback,1996.0,348.0,English,31.0,,,,0,0.0,1
Alita: Battle Angel: The Official Movie Novelization,Pat Cadigan,Arrow,Science Fiction,3.8,547.0,88.0,Kindle Edition,2019.0,384.0,,1.0,,,,0,0.0,1
We the Living,Ayn Rand,Random House,Fiction,3.93,27225.0,1469.0,Paperback,1996.0,464.0,English,82.0,,,,0,0.0,1
David Bowie's Serious Moonlight: The World Tour,Chet Flippo,The Feminist Press at CUNY,Music,3.78,36.0,1.0,Hardcover,1984.0,238.0,English,3.0,,,,0,0.0,1
Baise-moi,Virginie Despentes,Angela Hudson,Fiction,3.4,3265.0,271.0,Paperback,2002.0,248.0,French,44.0,,,,0,0.0,1
The Bastard,John Jakes,Harcourt Brace,Historical > Historical Fiction,4.12,23177.0,550.0,Paperback,1974.0,634.0,English,3.0,,,,0,0.0,1
"Ogniem I Mieczem: Powiesc Z Lat Dawnych, Volume 1",Henryk Sienkiewicz,Harper Perennial,Classics,4.12,443.0,14.0,Paperback,2010.0,290.0,Polish,39.0,,,,0,0.0,1
The Teutonic Knights,Henryk Sienkiewicz,Pocket Books,Historical > Historical Fiction,3.37,5049.0,91.0,Hardcover,1995.0,786.0,English,194.0,,,,0,0.0,1
Mona Lisa Smile,Deborah Chiel,Titan Books,Media Tie In,3.82,969.0,36.0,Paperback,2003.0,256.0,English,5.0,,,,0,0.0,1
The Abominable Man,Maj Sjöwall,Signet,Mystery,4.0,5309.0,261.0,Paperback,2012.0,214.0,English,77.0,,,,0,0.0,1
In This House of Brede,Rumer Godden,Doubleday Books,Fiction,4.35,5049.0,767.0,Paperback,2005.0,672.0,English,31.0,,,,0,0.0,1
New York Minute,Eliza Willard,J'ai lu,Young Adult,3.74,535.0,24.0,,,,,2.0,,,,0,0.0,1
Mark of Betrayal,Angela M. Hudson,Jove,Paranormal > Vampires,4.4,1833.0,97.0,ebook,,586.0,,4.0,,,,0,0.0,1
"Me and You, Lord",Susan Tosounian,Nabu Press,,5.0,1.0,0.0,Paperback,2017.0,36.0,,,4 - 9,,,0,0.0,1
Long Walk to Freedom,Nelson Mandela,Hippocrene Books,Biography,4.28,80453.0,4196.0,Paperback,1995.0,656.0,English,5.0,,106413.0,,1,0.0,1
Hagakure: The Book of the Samurai,Yamamoto Tsunetomo,Onyx,Philosophy,4.05,13662.0,664.0,Paperback,1992.0,180.0,English,182.0,,,,0,0.0,1
Outside Providence,Peter Farrelly,4th Estate GB,Fiction,3.66,216.0,20.0,Paperback,1998.0,212.0,English,6.0,,738494.0,,0,0.0,1
Elizabeth,Tom McGregor,Loyola Classics,Historical > Historical Fiction,3.38,80.0,13.0,Paperback,1998.0,223.0,Dutch,4.0,,,,0,0.0,1
The Prince of Thieves,Alexandre Dumas,,Classics,4.03,16804.0,143.0,Hardcover,2001.0,224.0,English,51.0,,,,0,0.0,1
La Mécanique du cœur,Mathias Malzieu,,Fantasy,3.6,22720.0,2460.0,Paperback,,160.0,French,83.0,,,,0,0.0,1
Meet Samantha: An American Girl,Susan S. Adler,Liasco Press,Historical > Historical Fiction,3.99,20090.0,371.0,Hardcover,1990.0,64.0,English,11.0,,,,0,0.0,1
